"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
"536363","openfeign/feign",false,"2289","5","38","1939","Java","master","Apache License 2.0",,"399","9606","263","9662","2013-06-26T11:28:16","2025-02-26T05:26:23","2025-02-26T07:26:26","1055","211","1710","10","11008","54252","12708","[{""codeLines"":208,""commentLines"":77,""language"":""Bourne Shell"",""blankLines"":34},{""codeLines"":312,""commentLines"":105,""language"":""XML"",""blankLines"":83},{""codeLines"":7,""commentLines"":16,""language"":""Properties"",""blankLines"":1},{""codeLines"":3873,""commentLines"":587,""language"":""Maven"",""blankLines"":622},{""codeLines"":152,""commentLines"":58,""language"":""YAML"",""blankLines"":29},{""codeLines"":46,""commentLines"":0,""language"":""PlantUML"",""blankLines"":2},{""codeLines"":2666,""commentLines"":0,""language"":""Markdown"",""blankLines"":712},{""codeLines"":42,""commentLines"":0,""language"":""zsh"",""blankLines"":11},{""codeLines"":45,""commentLines"":0,""language"":""Mustache"",""blankLines"":17},{""codeLines"":1234,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":131,""commentLines"":0,""language"":""DOS Batch"",""blankLines"":15},{""codeLines"":33,""commentLines"":0,""language"":""AsciiDoc"",""blankLines"":14},{""codeLines"":45241,""commentLines"":11798,""language"":""Java"",""blankLines"":9413},{""codeLines"":259,""commentLines"":67,""language"":""Kotlin"",""blankLines"":53},{""codeLines"":3,""commentLines"":0,""language"":""Text"",""blankLines"":2}]","2025-02-26T05:25:25","b4320c44f2855647e3afbad5888216295a0ffd2c",true,false,false,false,"{""Java"":2202224,""Kotlin"":12661,""Shell"":3855,""Mustache"":1491}","breaking change;bug;chore;dependencies;documentation;duplicate;enhancement;feedback provided;feign-12;feign-form;good first issue;help wanted;invalid;kotlin;needs info;proposal;question;ready to merge;regression;security;spring-cloud;unable-to-reproduce;waiting for feedback;waiting for votes;wontfix","http-client;interface;java;jax-rs;okhttp3;slf4j"
"541071","mik3y/usb-serial-for-android",false,"296","2","32","1616","Java","master","MIT License",,"233","5032","32","901","2013-06-30T11:17:45","2025-02-16T08:34:51","2025-02-16T01:09:15","539","38","77","1","1532","9568","1312","[{""codeLines"":1070,""commentLines"":210,""language"":""C++"",""blankLines"":213},{""codeLines"":6944,""commentLines"":880,""language"":""Java"",""blankLines"":1026},{""codeLines"":153,""commentLines"":17,""language"":""Gradle"",""blankLines"":20},{""codeLines"":157,""commentLines"":0,""language"":""Markdown"",""blankLines"":43},{""codeLines"":474,""commentLines"":100,""language"":""C/C++ Header"",""blankLines"":121},{""codeLines"":129,""commentLines"":37,""language"":""Bourne Shell"",""blankLines"":22},{""codeLines"":22,""commentLines"":0,""language"":""YAML"",""blankLines"":4},{""codeLines"":404,""commentLines"":10,""language"":""XML"",""blankLines"":34},{""codeLines"":84,""commentLines"":28,""language"":""Arduino Sketch"",""blankLines"":16},{""codeLines"":13,""commentLines"":27,""language"":""Diff"",""blankLines"":2},{""codeLines"":74,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":24},{""codeLines"":1,""commentLines"":0,""language"":""ProGuard"",""blankLines"":0},{""codeLines"":8,""commentLines"":1,""language"":""Properties"",""blankLines"":0},{""codeLines"":35,""commentLines"":0,""language"":""Text"",""blankLines"":7}]","2025-02-15T05:02:15","026355f61e8d99ad7e9f639d8e4eb81fbb323c55",true,false,false,false,"{""Java"":368111,""C++"":43705,""C"":19462}","bug;build;client:kotlin;client:other;client:react-native;client:unity;connection-freeze;connection-loss;custom-prober;device:cdc;device:cdc-composite;device:ch34x;device:cp210x;device:ftdi;device:multiport;device:other;device:pl2303;device:usb-hub;duplicate;enhancement;invalid;not-reproducible;question;solution-proposed;stale;wontfix;wrong-usage",""
"692306","brettwooldridge/hikaricp",false,"2930","9","0","2951","Java","dev","Apache License 2.0",,"709","20096","142","5042","2013-10-08T05:43:03","2024-12-13T05:17:35","2024-12-14T04:38:58","1830","482","435","6","3190","15791","3947","[{""codeLines"":258,""commentLines"":25,""language"":""Bourne Shell"",""blankLines"":37},{""codeLines"":46,""commentLines"":0,""language"":""INI"",""blankLines"":4},{""codeLines"":558,""commentLines"":0,""language"":""Markdown"",""blankLines"":162},{""codeLines"":3,""commentLines"":0,""language"":""Text"",""blankLines"":0},{""codeLines"":641,""commentLines"":38,""language"":""Maven"",""blankLines"":39},{""codeLines"":26,""commentLines"":0,""language"":""Properties"",""blankLines"":1},{""codeLines"":14172,""commentLines"":3882,""language"":""Java"",""blankLines"":2939},{""codeLines"":60,""commentLines"":2,""language"":""YAML"",""blankLines"":8},{""codeLines"":27,""commentLines"":0,""language"":""XML"",""blankLines"":0}]","2024-12-13T05:17:35","a28b6ec81d9a22229553cce84b147c7bdd0c6490",true,false,false,false,"{""Java"":676061,""Shell"":9998}","awaiting-response;bug;dependencies;duplicate;enhancement;more-information-needed;not-a-bug;question;volunteer-needed;wontfix","connection-pool;high-performance;java;jdbc"
"966849","cryptomator/cryptomator",false,"5601","28","183","1072","Java","develop","GNU General Public License v3.0","https://cryptomator.org","167","12420","60","25183","2014-02-02T12:43:47","2025-02-26T10:00:42","2025-02-26T09:18:31","2259","252","599","13","7470","55248","6879","[{""codeLines"":4027,""commentLines"":11,""language"":""FXML"",""blankLines"":235},{""codeLines"":321,""commentLines"":55,""language"":""Bourne Shell"",""blankLines"":52},{""codeLines"":210,""commentLines"":22,""language"":""WiX source"",""blankLines"":37},{""codeLines"":495,""commentLines"":20,""language"":""Maven"",""blankLines"":27},{""codeLines"":208,""commentLines"":22,""language"":""PowerShell"",""blankLines"":37},{""codeLines"":18634,""commentLines"":5005,""language"":""Properties"",""blankLines"":1790},{""codeLines"":89,""commentLines"":39,""language"":""WiX include"",""blankLines"":31},{""codeLines"":22,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":152,""commentLines"":0,""language"":""Freemarker Template"",""blankLines"":10},{""codeLines"":59,""commentLines"":4,""language"":""make"",""blankLines"":5},{""codeLines"":2109,""commentLines"":37,""language"":""YAML"",""blankLines"":94},{""codeLines"":169,""commentLines"":0,""language"":""Markdown"",""blankLines"":75},{""codeLines"":41,""commentLines"":3,""language"":""DOS Batch"",""blankLines"":2},{""codeLines"":59,""commentLines"":1,""language"":""WiX string localization"",""blankLines"":4},{""codeLines"":4650,""commentLines"":0,""language"":""Text"",""blankLines"":121},{""codeLines"":1277,""commentLines"":282,""language"":""CSS"",""blankLines"":358},{""codeLines"":21828,""commentLines"":1369,""language"":""Java"",""blankLines"":4566},{""codeLines"":898,""commentLines"":9,""language"":""XML"",""blankLines"":26}]","2025-02-26T10:53:46","531836887982a77129925dc9fc39067f1a46290b",false,false,false,false,"{""Java"":935035,""CSS"":56279,""FreeMarker"":1482}","dependencies;good first issue;java;keep;misc:arch:arm64;misc:ci;misc:discussion;misc:filesystem;misc:gui;misc:help-wanted;misc:installer;misc:integration;misc:tray;mount:dokany;mount:fuse;mount:webdav;os:chrome;os:linux;os:mac;os:windows;pr:safe;stale;state:awaiting-response;state:blocked;state:confirmed;state:has-workaround;state:irreproducible;state:stale;state:to-be-confirmed;state:wont-fix;storage:dropbox;storage:google-drive;storage:icloud-drive;storage:misc;storage:onedrive;storage:pcloud;storage:webdav;type:bug;type:dev-task;type:documentation;type:duplicate;type:enhancement;type:feature-request;type:minor-bug;type:security-issue;type:upstream-bug","cloud-storage;crypto;cryptography;cryptomator;encryption;java;privacy;security"
"1040825","auth0/java-jwt",false,"592","15","45","930","Java","master","MIT License",,"217","5959","57","1516","2014-03-07T03:06:11","2025-01-29T02:39:18","2025-01-30T05:12:23","305","6","408","3","2707","12450","1780","[{""codeLines"":66,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":21},{""codeLines"":329,""commentLines"":19,""language"":""XML"",""blankLines"":10},{""codeLines"":126,""commentLines"":36,""language"":""Bourne Shell"",""blankLines"":23},{""codeLines"":10322,""commentLines"":1654,""language"":""Java"",""blankLines"":2243},{""codeLines"":633,""commentLines"":47,""language"":""YAML"",""blankLines"":91},{""codeLines"":316,""commentLines"":10,""language"":""Gradle"",""blankLines"":65},{""codeLines"":637,""commentLines"":0,""language"":""Markdown"",""blankLines"":244},{""codeLines"":21,""commentLines"":12,""language"":""Properties"",""blankLines"":10}]","2025-01-29T04:56:20","ee7332b023719a9007be0caf5ef7608840fc4946",false,false,false,false,"{""Java"":596348}","bug;ch: added;ch: breaking change;ch: changed;ch: deprecated;ch: fixed;ch: removed;ch: security;closed:stale;dependencies;documentation;duplicate;enhancement;feature request;invalid;large;medium;needs investigation;review:large;review:medium;review:small;review:tiny;small;tiny;waiting for customer;wontfix","dx-sdk;java;jwt"
"1146510","bytedeco/javacv",false,"590","6","12","1600","Java","master","Other",,"244","7688","75","7883","2014-04-21T01:50:26","2025-02-19T06:57:44","2025-02-20T04:11:48","2120","441","151","6","3893","47414","5315","[{""codeLines"":473,""commentLines"":0,""language"":""Text"",""blankLines"":99},{""codeLines"":390,""commentLines"":143,""language"":""OpenCL"",""blankLines"":50},{""codeLines"":17,""commentLines"":0,""language"":""HTML"",""blankLines"":0},{""codeLines"":20796,""commentLines"":35,""language"":""XML"",""blankLines"":14},{""codeLines"":106,""commentLines"":0,""language"":""YAML"",""blankLines"":2},{""codeLines"":910,""commentLines"":2,""language"":""Markdown"",""blankLines"":136},{""codeLines"":704,""commentLines"":11,""language"":""Maven"",""blankLines"":27},{""codeLines"":24018,""commentLines"":5124,""language"":""Java"",""blankLines"":3565}]","2025-02-19T06:50:17","4359ebc788ab621c77762f81d072dd925e6e5491",true,false,false,false,"{""Java"":1111604,""C"":24645}","bug;dependencies;duplicate;enhancement;help wanted;invalid;question;wontfix","computer-vision;ffmpeg;java;javacv;maven;multimedia;opencv;opencv-java"
"1267782","dmytrodanylyk/circular-progress-button",false,"236","7","3","1182","Java","master","MIT License","http://dmytrodanylyk.com/pages/portfolio/circular-progress-button.html","197","5766","11","918","2014-06-07T12:58:48","2025-02-14T05:04:03","2025-02-14T05:04:02","0","0","143","4","445","2265","158","[{""codeLines"":133,""commentLines"":4,""language"":""YAML"",""blankLines"":15},{""codeLines"":13,""commentLines"":14,""language"":""Properties"",""blankLines"":5},{""codeLines"":81,""commentLines"":0,""language"":""Gradle"",""blankLines"":9},{""codeLines"":1248,""commentLines"":18,""language"":""Java"",""blankLines"":303},{""codeLines"":93,""commentLines"":0,""language"":""Markdown"",""blankLines"":32},{""codeLines"":106,""commentLines"":118,""language"":""Bourne Shell"",""blankLines"":28},{""codeLines"":71,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":21},{""codeLines"":505,""commentLines"":2,""language"":""XML"",""blankLines"":30},{""codeLines"":15,""commentLines"":0,""language"":""Text"",""blankLines"":2}]","2025-02-14T05:03:57","15f43e636109d2d4dc4fc2b5c1f44b096fd43586",true,false,false,false,"{""Java"":39054}","bug;cant reproduce;dependencies;details required;duplicate;enhancement;github_actions;gradle-wrapper;help wanted;invalid;java;question;wontfix",""
"1272041","pagehelper/mybatis-pagehelper",false,"692","7","14","3130","Java","master","MIT License","https://mybatis.io","506","12191","39","5303","2014-06-09T03:32:30","2024-09-30T09:24:35","2024-10-01T03:56:35","747","42","86","9","2943","15761","7341","[{""codeLines"":194,""commentLines"":79,""language"":""Maven"",""blankLines"":8},{""codeLines"":183,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":1547,""commentLines"":191,""language"":""SQL"",""blankLines"":37},{""codeLines"":8523,""commentLines"":5851,""language"":""Java"",""blankLines"":1679},{""codeLines"":2208,""commentLines"":1153,""language"":""XML"",""blankLines"":364},{""codeLines"":54,""commentLines"":1,""language"":""YAML"",""blankLines"":1},{""codeLines"":3042,""commentLines"":29,""language"":""Markdown"",""blankLines"":850},{""codeLines"":9,""commentLines"":0,""language"":""INI"",""blankLines"":2},{""codeLines"":1,""commentLines"":37,""language"":""Properties"",""blankLines"":2}]","2024-09-30T09:24:35","576f1eefbb39e840051ff41a0b6a3fa86bba34a5",true,false,false,false,"{""Java"":606620}","bug;dependencies;sql解析;优化;待处理;补充信息","mybatis;mybatis-plugin"
"1359833","teamamaze/amazefilemanager",false,"6560","88","66","1591","Java","release/4.0","GNU General Public License v3.0","https://teamamaze.xyz","174","5463","143","62140","2014-07-14T07:47:53","2025-02-09T10:25:41","2025-02-10T05:47:36","2563","564","1698","23","13101","114302","26450","[{""codeLines"":6,""commentLines"":0,""language"":""INI"",""blankLines"":1},{""codeLines"":25,""commentLines"":1,""language"":""C"",""blankLines"":3},{""codeLines"":121,""commentLines"":20,""language"":""Bourne Again Shell"",""blankLines"":18},{""codeLines"":145,""commentLines"":0,""language"":""TOML"",""blankLines"":24},{""codeLines"":1987,""commentLines"":0,""language"":""Text"",""blankLines"":124},{""codeLines"":10,""commentLines"":14,""language"":""HTML"",""blankLines"":4},{""codeLines"":2,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":103,""commentLines"":109,""language"":""Bourne Shell"",""blankLines"":28},{""codeLines"":564,""commentLines"":38,""language"":""Gradle"",""blankLines"":107},{""codeLines"":18,""commentLines"":23,""language"":""Properties"",""blankLines"":7},{""codeLines"":322,""commentLines"":7,""language"":""YAML"",""blankLines"":20},{""codeLines"":282,""commentLines"":22,""language"":""Markdown"",""blankLines"":100},{""codeLines"":34843,""commentLines"":12514,""language"":""Kotlin"",""blankLines"":3566},{""codeLines"":5,""commentLines"":2,""language"":""CMake"",""blankLines"":5},{""codeLines"":68,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":21},{""codeLines"":0,""commentLines"":18,""language"":""ProGuard"",""blankLines"":3},{""codeLines"":1484,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":37000,""commentLines"":4169,""language"":""XML"",""blankLines"":2828},{""codeLines"":37317,""commentLines"":9511,""language"":""Java"",""blankLines"":6242}]","2025-02-09T10:25:40","95f567b3c36e7a337ce68df624eaa090a082524d",true,false,false,false,"{""Java"":1926541,""Kotlin"":1916305,""HTML"":999,""C"":749,""CMake"":344}","Environment-API35;area-accessibility;area-appmanager;area-cicd;area-cloud;area-codehealth;area-compression;area-cryptography;area-database;area-distribution;area-externalstorage;area-fileoperations;area-ftp;area-ftpclient;area-internationalization;area-metadata;area-native;area-navigation;area-nfsclient;area-performance;area-search;area-settings;area-sharing;area-smb;area-ssh/scp/sftp;area-test;area-texteditor;area-translation;area-trashbin;area-uiux;area-usb;bounty;code-help;crash-intermittent;crash-nullpointerexception;crash-outofmemory;environment-androidtv;environment-api30;environment-api31;environment-api33;environment-windows;from-email;from-telegram;help wanted;issue-bug;issue-discussion;issue-easy (good first issue);issue-feature;issue-glitch;issue-severe (high);issue-task (low);issue-wontfix;needs-opresponse;needs-triage;not-reproducible;not-yet-rolled;off-topic;pr-awaiting-final-review;pr-awaiting-initial-review;pr-no-code-changes;pr-requested-changes;pr-work-in-progress;stale","android;fdroid;filemanager;frontend;java;kotlin;material-design;mobile;mvvm;playstore;rxjava"
"1388534","codecentric/spring-boot-admin",false,"3722","20","130","3081","Java","master","Apache License 2.0",,"644","12475","150","77419","2014-07-25T11:39:13","2025-02-26T11:05:52","2025-02-26T11:05:56","1678","22","2403","5","10176","131002","12279","[{""codeLines"":870,""commentLines"":137,""language"":""JavaScript"",""blankLines"":137},{""codeLines"":2186,""commentLines"":342,""language"":""Maven"",""blankLines"":33},{""codeLines"":128,""commentLines"":89,""language"":""XML"",""blankLines"":17},{""codeLines"":6,""commentLines"":16,""language"":""Properties"",""blankLines"":2},{""codeLines"":21238,""commentLines"":7037,""language"":""Java"",""blankLines"":6035},{""codeLines"":66761,""commentLines"":0,""language"":""JSON"",""blankLines"":77},{""codeLines"":17557,""commentLines"":2788,""language"":""TypeScript"",""blankLines"":1334},{""codeLines"":131,""commentLines"":0,""language"":""DOS Batch"",""blankLines"":15},{""codeLines"":16810,""commentLines"":1673,""language"":""Vuejs Component"",""blankLines"":1172},{""codeLines"":6,""commentLines"":0,""language"":""Dockerfile"",""blankLines"":0},{""codeLines"":30,""commentLines"":0,""language"":""INI"",""blankLines"":5},{""codeLines"":324,""commentLines"":62,""language"":""HTML"",""blankLines"":37},{""codeLines"":222,""commentLines"":45,""language"":""CSS"",""blankLines"":36},{""codeLines"":204,""commentLines"":0,""language"":""Text"",""blankLines"":32},{""codeLines"":845,""commentLines"":15,""language"":""YAML"",""blankLines"":91},{""codeLines"":1949,""commentLines"":30,""language"":""Markdown"",""blankLines"":594},{""codeLines"":181,""commentLines"":44,""language"":""Bourne Shell"",""blankLines"":25},{""codeLines"":29,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":1525,""commentLines"":1,""language"":""AsciiDoc"",""blankLines"":534}]","2025-02-26T11:05:52","71d2618d79c3f89d0b06ae1dc1893418fc3df540",false,false,false,false,"{""Java"":1249716,""TypeScript"":662515,""Vue"":518192,""JavaScript"":31345,""HTML"":12727,""CSS"":7161,""SCSS"":4803,""MDX"":582,""Dockerfile"":171}","blocked;bot;bug;ci/cd;client;dependencies;development;discussion;documentation;duplicate;enhancement;feature;fix;for-external-project;graalvm;help wanted;ideal-for-contribution;invalid;java;javascript;move-to-stackoverflow;nacos;server;server-ui;waiting-for-feedback;waiting-for-triage;wontfix","java;spring;spring-boot;spring-boot-admin;spring-cloud"
"1427014","iluwatar/java-design-patterns",false,"4188","8","0","26832","Java","master","Other","https://java-design-patterns.com","3744","90813","407","35505","2014-08-09T04:45:18","2025-02-23T06:46:59","2025-02-23T10:01:18","942","125","2213","27","34042","132760","64476","[{""codeLines"":220,""commentLines"":62,""language"":""Bourne Shell"",""blankLines"":34},{""codeLines"":7637,""commentLines"":262,""language"":""XML"",""blankLines"":70},{""codeLines"":270,""commentLines"":196,""language"":""JSP"",""blankLines"":50},{""codeLines"":58441,""commentLines"":107,""language"":""Markdown"",""blankLines"":20356},{""codeLines"":149,""commentLines"":86,""language"":""YAML"",""blankLines"":33},{""codeLines"":45926,""commentLines"":59747,""language"":""Java"",""blankLines"":12035},{""codeLines"":11248,""commentLines"":0,""language"":""PlantUML"",""blankLines"":96},{""codeLines"":80,""commentLines"":253,""language"":""Properties"",""blankLines"":30},{""codeLines"":153,""commentLines"":0,""language"":""DOS Batch"",""blankLines"":35},{""codeLines"":45,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":141,""commentLines"":97,""language"":""HTML"",""blankLines"":35},{""codeLines"":60,""commentLines"":44,""language"":""CSS"",""blankLines"":13},{""codeLines"":173,""commentLines"":0,""language"":""Text"",""blankLines"":47},{""codeLines"":362,""commentLines"":0,""language"":""INI"",""blankLines"":4},{""codeLines"":206,""commentLines"":0,""language"":""SVG"",""blankLines"":53},{""codeLines"":7649,""commentLines"":3622,""language"":""Maven"",""blankLines"":1151}]","2025-02-23T06:46:56","2e40cc02d3459cb1c6f07b031c96a30a81931ebb",true,false,false,false,"{""Java"":4432194,""HTML"":16836,""CSS"":9958,""JavaScript"":1190,""Gherkin"":1078,""Shell"":257}","epic: architecture;epic: build issue;epic: code quality;epic: dependencies;epic: design;epic: developer wiki;epic: documentation;epic: ide issue;epic: pattern;epic: security;epic: translation;epic: web site;info: good first issue;info: help wanted;info: needs clarification;info: needs splitting;resolution: duplicate;resolution: invalid;resolution: won't fix;stale;status: stale;status: under review;type: bug;type: enhancement;type: feature;type: refactoring;type: support;type: task","awesome-list;design-patterns;hacktoberfest;java;principles;snippets;snippets-collection;snippets-library"
"1464128","nlpchina/elasticsearch-sql",false,"1059","234","261","1543","Java","master","Apache License 2.0",,"455","7002","31","8993","2014-08-24T02:26:31","2025-02-04T12:04:45","2025-02-04T12:04:50","990","322","287","0","19671","150214","15673","[{""codeLines"":558,""commentLines"":0,""language"":""Maven"",""blankLines"":59},{""codeLines"":22621,""commentLines"":0,""language"":""JSON"",""blankLines"":1},{""codeLines"":467,""commentLines"":1,""language"":""SVG"",""blankLines"":1},{""codeLines"":5,""commentLines"":1,""language"":""Bourne Shell"",""blankLines"":0},{""codeLines"":35932,""commentLines"":3740,""language"":""Java"",""blankLines"":6930},{""codeLines"":26,""commentLines"":0,""language"":""YAML"",""blankLines"":4},{""codeLines"":10781,""commentLines"":298,""language"":""CSS"",""blankLines"":377},{""codeLines"":8,""commentLines"":4,""language"":""Properties"",""blankLines"":5},{""codeLines"":18708,""commentLines"":37,""language"":""HTML"",""blankLines"":3170},{""codeLines"":1424,""commentLines"":0,""language"":""Markdown"",""blankLines"":331},{""codeLines"":26,""commentLines"":0,""language"":""XML"",""blankLines"":1},{""codeLines"":59658,""commentLines"":11592,""language"":""JavaScript"",""blankLines"":8792}]","2025-02-04T12:04:07","bb2f9899bcda40c95f8e7edd92bc9846de6dd370",true,false,false,false,"{""Java"":1865635,""JavaScript"":41821,""HTML"":12185,""CSS"":4227}","bug;dependencies;duplicate;enhancement;help wanted;invalid;new feature request;question;site;wontfix","elasticsearch;sql"
"1477061","btraceio/btrace",false,"1563","31","33","960","Java","develop",,,"326","5858","24","17591","2014-08-28T06:58:24","2025-02-16T09:21:12","2025-02-15T06:52:58","434","2","272","9","7612","46540","19607","[{""codeLines"":27,""commentLines"":29,""language"":""C"",""blankLines"":5},{""codeLines"":228,""commentLines"":0,""language"":""Text"",""blankLines"":41},{""codeLines"":71,""commentLines"":50,""language"":""XML"",""blankLines"":5},{""codeLines"":5,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":1038,""commentLines"":44,""language"":""Gradle"",""blankLines"":198},{""codeLines"":9,""commentLines"":0,""language"":""DTrace"",""blankLines"":1},{""codeLines"":119,""commentLines"":2,""language"":""Properties"",""blankLines"":1},{""codeLines"":235,""commentLines"":6,""language"":""DOS Batch"",""blankLines"":47},{""codeLines"":43516,""commentLines"":19282,""language"":""Java"",""blankLines"":7040},{""codeLines"":376,""commentLines"":138,""language"":""Bourne Shell"",""blankLines"":59},{""codeLines"":10,""commentLines"":24,""language"":""C/C++ Header"",""blankLines"":10},{""codeLines"":590,""commentLines"":0,""language"":""Markdown"",""blankLines"":178},{""codeLines"":294,""commentLines"":22,""language"":""YAML"",""blankLines"":22},{""codeLines"":22,""commentLines"":10,""language"":""D"",""blankLines"":5}]","2025-02-15T06:52:53","e5d1649f3c87d2315c7998098e33f1527d8ca8ac",true,false,false,false,"{""Java"":2368332,""Shell"":10161,""Batchfile"":5834,""C"":3855,""DTrace"":928}","aggregations;announcment;btrace;btrace2;bug;build;classloader;client;compatibility;compiler;core;doc;dormant;duplicate;enhancement;extensions;good first issue;help wanted;incomplete;indy;invalid;jdkbug;jfr;jpms;jvm_j9;no-issue-activity;no-pr-activity;no-release-notes;no_oca;notanissue;osgi;perf;performance;question;regression;scripts;stackmap-frames;stale;statsd;task;unr;wontfix","btrace;java;java-application;java-platform"
"1519962","jwtk/jjwt",false,"596","16","7","1321","Java","master","Apache License 2.0",,"275","10218","57","3114","2014-09-13T01:06:24","2024-09-24T02:17:15","2024-09-24T02:17:23","586","34","351","10","11129","46694","26009","[{""codeLines"":169,""commentLines"":44,""language"":""Bourne Shell"",""blankLines"":26},{""codeLines"":866,""commentLines"":16,""language"":""Markdown"",""blankLines"":340},{""codeLines"":990,""commentLines"":237,""language"":""Maven"",""blankLines"":73},{""codeLines"":2916,""commentLines"":137,""language"":""AsciiDoc"",""blankLines"":1207},{""codeLines"":2,""commentLines"":18,""language"":""Properties"",""blankLines"":1},{""codeLines"":22397,""commentLines"":4985,""language"":""Groovy"",""blankLines"":4671},{""codeLines"":130,""commentLines"":0,""language"":""DOS Batch"",""blankLines"":15},{""codeLines"":18799,""commentLines"":20445,""language"":""Java"",""blankLines"":4707},{""codeLines"":5,""commentLines"":15,""language"":""TOML"",""blankLines"":1},{""codeLines"":257,""commentLines"":50,""language"":""Bourne Again Shell"",""blankLines"":61},{""codeLines"":10,""commentLines"":0,""language"":""Text"",""blankLines"":3},{""codeLines"":153,""commentLines"":62,""language"":""YAML"",""blankLines"":24}]","2024-09-24T02:17:15","2ad964a3f1d77ffa1a915640d94e9238216a52d6",true,false,false,false,"{""Java"":1783267,""Groovy"":1129535,""Shell"":12651}","bug;dependencies;documentation;duplicate;enhancement;help-wanted;invalid;jdk8;jpms;question;rfc-compliance;stale;wontfix","hacktoberfest;jackson;java;java-jwt;jjwt;json;jwe;jwk;jwk-thumbprint;jwk-thumbprint-uri;jwkset;jws;jwt;jwt-auth;jwt-authentication;jwt-bearer-tokens;jwt-claims;jwt-server;jwt-token;jwt-tokens"
"1625560","facebook/stetho",false,"594","6","13","1127","Java","main","MIT License","http://facebook.github.io/stetho/","375","12676","51","2392","2015-01-22T10:34:10","2024-10-26T03:44:45","2024-10-26T03:44:51","378","63","324","19","4550","25445","4017","[{""codeLines"":145,""commentLines"":26,""language"":""Bourne Shell"",""blankLines"":28},{""codeLines"":337,""commentLines"":6,""language"":""XML"",""blankLines"":71},{""codeLines"":242,""commentLines"":4,""language"":""JavaScript"",""blankLines"":70},{""codeLines"":59,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":23},{""codeLines"":22,""commentLines"":1,""language"":""ProGuard"",""blankLines"":1},{""codeLines"":331,""commentLines"":41,""language"":""Gradle"",""blankLines"":72},{""codeLines"":29,""commentLines"":19,""language"":""Properties"",""blankLines"":7},{""codeLines"":196,""commentLines"":27,""language"":""Python"",""blankLines"":38},{""codeLines"":18460,""commentLines"":3889,""language"":""Java"",""blankLines"":4074},{""codeLines"":14,""commentLines"":2,""language"":""YAML"",""blankLines"":5},{""codeLines"":527,""commentLines"":0,""language"":""Markdown"",""blankLines"":158},{""codeLines"":5083,""commentLines"":0,""language"":""JSON"",""blankLines"":3}]","2024-10-26T03:44:45","2198797c0ff961dd2d9b87efa711a7d734c0e4d5",true,false,false,false,"{""Java"":824501,""JavaScript"":9190,""Python"":7672,""Shell"":695}","bug;cla signed;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"1658074","citerus/dddsample-core",false,"762","13","0","1495","Java","master","MIT License",,"256","5088","25","8635","2015-01-31T11:21:37","2025-02-20T07:24:56","2025-02-21T07:53:33","30","6","130","7","3888","24287","3096","[{""codeLines"":49,""commentLines"":0,""language"":""Markdown"",""blankLines"":30},{""codeLines"":273,""commentLines"":87,""language"":""Bourne Shell"",""blankLines"":52},{""codeLines"":6,""commentLines"":0,""language"":""CSV"",""blankLines"":0},{""codeLines"":17,""commentLines"":0,""language"":""Properties"",""blankLines"":2},{""codeLines"":196,""commentLines"":6,""language"":""Maven"",""blankLines"":11},{""codeLines"":6832,""commentLines"":1286,""language"":""Java"",""blankLines"":1850},{""codeLines"":8,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":65,""commentLines"":4,""language"":""Gradle"",""blankLines"":7},{""codeLines"":437,""commentLines"":78,""language"":""XML"",""blankLines"":54},{""codeLines"":7530,""commentLines"":29,""language"":""CSS"",""blankLines"":89},{""codeLines"":627,""commentLines"":38,""language"":""HTML"",""blankLines"":32},{""codeLines"":180,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":52},{""codeLines"":116,""commentLines"":1,""language"":""YAML"",""blankLines"":8},{""codeLines"":7951,""commentLines"":1565,""language"":""JavaScript"",""blankLines"":1701}]","2025-01-22T06:23:39","2f09a00d09785e35e196ae4dc0ed7c0bb13d39ff",true,false,false,false,"{""Java"":359009,""HTML"":22512,""CSS"":5776}","bug;dependencies;duplicate;enhancement;help wanted;in-backlog;invalid;question;wontfix",""
